train_loss	time	acc	eval_loss
2.6776645455179335	43.543582916259766	0.2168	2.080889650211213
2.1576888327357135	43.04824161529541	0.6264	1.1502349625347525
1.7534638223265797	44.00109505653381	0.6985	0.9455733544127957
1.4671906117774263	44.810537576675415	0.7146	0.9047348200325753
1.2631667987455295	45.47444438934326	0.7756	0.7439963895424156
1.1133458390203206	46.74590706825256	0.7864	0.7467929955310882
0.9959796576156107	45.82074570655823	0.785	0.790090296251379
0.9044466390262677	49.288307905197144	0.7804	0.7779491857928076
0.829159151495509	46.84054517745972	0.7769	0.8330396671014227
0.7656418678126757	47.686845779418945	0.7873	0.8556257359161499
0.7117522867274299	46.82540941238403	0.7842	0.8272688874773159
0.6663479475689589	46.40801930427551	0.7824	0.8833960617423817
0.6262950927269406	45.21188950538635	0.7856	0.8912214768730151
0.5908075425046316	44.69367003440857	0.7819	0.947202683254412
0.5606648896251046	45.13036489486694	0.7562	1.0995947938815804
0.5340527448437731	44.976510524749756	0.7868	0.9588465116870631
0.5085824815014118	45.38303351402283	0.7617	1.1317627841879607
0.48795551810748927	44.66726350784302	0.7828	1.0526206342467836
0.4677473636906219	44.31538391113281	0.7778	1.1026592401752047
0.4480925619407687	44.40354347229004	0.7936	1.0769182444567893
0.4319763340391645	45.88613533973694	0.7589	1.2406504916584795
0.4182341055932773	46.918251514434814	0.7902	0.9706501920891416
0.40315868800796106	46.95930480957031	0.7636	1.2297042566499892
0.3904574846358624	45.71096181869507	0.7876	1.0571456545857107
0.3791653635234961	46.28270173072815	0.7761	1.0189071936402352
0.3675311717001618	45.81886649131775	0.771	1.2824938833523707
0.3561834233945722	44.58826923370361	0.7905	1.17407976650888
0.34567984684381403	43.96854019165039	0.7776	1.2393342770968274
0.3362837299618777	48.10841608047485	0.7729	1.2981403264080642
0.32837205010364107	48.99410319328308	0.7662	1.1172230958369127
0.3203710058604003	48.88341784477234	0.7791	1.2156062625396025
0.31274655728900796	49.09944534301758	0.779	1.2289809419470987
