train_loss	time	acc	eval_loss
2.237075458599042	83.45233535766602	0.4976	1.4369977772425695
1.6613552351541157	86.46612024307251	0.6631	0.9831372532685092
1.3488045556132804	87.38610363006592	0.7244	0.8744084649974373
1.1552119787923898	88.64773416519165	0.7576	0.7677854638380609
1.0182921078386187	87.31404995918274	0.7629	0.7842189069884787
0.9173169383771309	87.32622718811035	0.7696	0.7894695585795269
0.8316184749816684	87.33676671981812	0.774	0.773496703737101
0.7675504596738876	87.3484354019165	0.7761	0.8000537196447135
0.7121977768995591	87.47815442085266	0.7763	0.8553681345597194
0.6644578330501726	87.6738555431366	0.7865	0.7777208091726728
0.6247536281190204	87.81615138053894	0.7807	0.8440746126850699
0.5896623820176482	87.7217128276825	0.7746	0.8983549268762018
0.5582099286467562	87.4314775466919	0.7836	0.895342266673495
0.5300630825499298	87.53213310241699	0.7503	1.016948850861021
0.5038996183859648	87.72018194198608	0.7893	0.9250938386484316
0.48075908059298494	87.82800507545471	0.783	0.9435146401642235
0.460679778546977	87.96218657493591	0.7864	0.9188103512593895
0.44015228159466313	88.0583381652832	0.7857	1.0289483816380713
0.42164058785334596	88.03025031089783	0.7854	1.1166192225779696
0.4053912778520556	87.56653475761414	0.7917	1.0436718155434177
0.389954097527447	87.44577479362488	0.776	1.0933413016283589
0.37556892122014485	87.61701512336731	0.7785	1.1371298162325931
0.3618065541165219	87.6816611289978	0.7963	1.0783061248956212
0.34923851050737115	87.74892210960388	0.7756	1.1533686951941746
0.3375953037492766	87.85224175453186	0.7732	1.225065349013942
0.32733632383230815	87.96056890487671	0.7753	1.2293367929946466
0.31868766858481506	87.80440878868103	0.7674	1.237078681422077
0.3101716200717633	87.6871395111084	0.784	1.1537967795019697
0.302003020973783	87.3574857711792	0.779	1.1975945876851963
0.29463573093865	87.52284073829651	0.7779	1.2251497156870592
0.28663633111621895	87.64569282531738	0.7809	1.2975429419404383
0.27872003423429687	87.65008163452148	0.771	1.463192546823222
